phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
198,26.15507173538208,6.53876793384552,6.5900444984436035,4.801721632480621,1.2004304081201553,1.4236769676208496
199,26.158421516418457,6.539605379104614,6.590946197509766,4.819981276988983,1.2049953192472458,1.4286147356033325
200,26.16148281097412,6.54037070274353,6.591770648956299,4.836760699748993,1.2091901749372482,1.4331337213516235
201,26.165939807891846,6.541484951972961,6.5934858322143555,4.858734369277954,1.2146835923194885,1.4396491050720215
202,26.170048236846924,6.542512059211731,6.595052719116211,4.879106044769287,1.2197765111923218,1.445623755455017
203,26.173823356628418,6.5434558391571045,6.596482276916504,4.897924959659576,1.224481239914894,1.4510916471481323
204,26.177279949188232,6.544319987297058,6.597783088684082,4.9152573347091675,1.2288143336772919,1.4560871124267578
205,26.18043565750122,6.545108914375305,6.598965167999268,4.931179165840149,1.2327947914600372,1.460644006729126
206,26.18330669403076,6.54582667350769,6.60003662109375,4.945772588253021,1.2364431470632553,1.4647952318191528
207,26.185913562774658,6.5464783906936646,6.601006507873535,4.959123194217682,1.2397807985544205,1.468572735786438
208,26.18971300125122,6.547428250312805,6.602707386016846,4.979007840156555,1.2447519600391388,1.4744926691055298
209,26.193228721618652,6.548307180404663,6.604262351989746,4.99749755859375,1.2493743896484375,1.479932427406311
210,26.196467876434326,6.5491169691085815,6.605680465698242,5.014621198177338,1.2536552995443344,1.4849194288253784
211,26.19944143295288,6.54986035823822,6.606971263885498,5.030426025390625,1.2576065063476562,1.4894825220108032
212,26.202159881591797,6.550539970397949,6.6081438064575195,5.044971704483032,1.261242926120758,1.4936504364013672
213,26.204637050628662,6.5511592626571655,6.6092071533203125,5.058325171470642,1.2645812928676605,1.497451663017273
214,26.206887245178223,6.551721811294556,6.610169410705566,5.070558071136475,1.2676395177841187,1.5009140968322754
215,26.20892572402954,6.552231431007385,6.611038684844971,5.081744015216827,1.2704360038042068,1.5040643215179443
216,26.210766315460205,6.552691578865051,6.611823081970215,5.09195601940155,1.2729890048503876,1.506927490234375
217,26.214195728302002,6.5535489320755005,6.612926006317139,5.106689155101776,1.276672288775444,1.5102057456970215
218,26.21737051010132,6.55434262752533,6.613935947418213,5.120508432388306,1.2801271080970764,1.5132485628128052
219,26.222739696502686,6.555684924125671,6.6152801513671875,5.142633259296417,1.2856583148241043,1.5179804563522339
220,26.227705478668213,6.556926369667053,6.616519451141357,5.163285791873932,1.290821447968483,1.522377610206604
221,26.232282161712646,6.558070540428162,6.61765718460083,5.182474315166473,1.2956185787916183,1.5264477729797363
222,26.237972736358643,6.559493184089661,6.61912202835083,5.207572519779205,1.3018931299448013,1.5321848392486572
223,26.244474411010742,6.5611186027526855,6.620553016662598,5.236496210098267,1.3091240525245667,1.5379701852798462
224,26.250524520874023,6.562631130218506,6.6218791007995605,5.263531446456909,1.3158828616142273,1.5433515310287476
225,26.258575439453125,6.564643859863281,6.624135494232178,5.298970997333527,1.3247427493333817,1.5513643026351929
226,26.267408847808838,6.5668522119522095,6.626556396484375,5.337124168872833,1.3342810422182083,1.5595903396606445
227,26.27560520172119,6.568901300430298,6.628788471221924,5.372582316398621,1.3431455790996552,1.567204236984253
228,26.28209638595581,6.570524096488953,6.630725860595703,5.399230480194092,1.349807620048523,1.5735366344451904
229,26.288131713867188,6.572032928466797,6.632513523101807,5.4241920709609985,1.3560480177402496,1.5794223546981812
230,26.293718814849854,6.573429703712463,6.634157657623291,5.447449564933777,1.3618623912334442,1.5848708152770996
231,26.300678253173828,6.575169563293457,6.636471748352051,5.4732818603515625,1.3683204650878906,1.5916571617126465
232,26.30946683883667,6.5773667097091675,6.638973712921143,5.506518840789795,1.3766297101974487,1.5993428230285645
233,26.317631244659424,6.579407811164856,6.641286373138428,5.53761351108551,1.3844033777713776,1.6065037250518799
234,26.325183391571045,6.581295847892761,6.643416404724121,5.566551208496094,1.3916378021240234,1.6131458282470703
235,26.335500240325928,6.583875060081482,6.646775245666504,5.6079490184783936,1.4019872546195984,1.6245671510696411
236,26.34791135787964,6.58697783946991,6.650847911834717,5.657443165779114,1.4143607914447784,1.6380294561386108
